Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Bag/Case material (product.metafields.shopify.bag-case-material),Bedding size (product.metafields.shopify.bedding-size),Care instructions (product.metafields.shopify.care-instructions),Case transparency level (product.metafields.shopify.case-transparency-level),Case type (product.metafields.shopify.case-type),Cleaning instructions (product.metafields.shopify.cleaning-instructions),Color (product.metafields.shopify.color-pattern),Drinkware insulation (product.metafields.shopify.drinkware-insulation),Drinkware material (product.metafields.shopify.drinkware-material),Drinkware shape (product.metafields.shopify.drinkware-shape),Fabric (product.metafields.shopify.fabric),Frame style (product.metafields.shopify.frame-style),Handle type (product.metafields.shopify.handle-type),Ingress protection (IP) rating (product.metafields.shopify.ingress-protection-ip-rating),Jewelry material (product.metafields.shopify.jewelry-material),MagSafe compatibility (product.metafields.shopify.magsafe-compatibility),Material (product.metafields.shopify.material),Microwave compatibility (product.metafields.shopify.microwave-compatibility),Mobile phone case features (product.metafields.shopify.mobile-phone-case-features),Neckline (product.metafields.shopify.neckline),Printing method (product.metafields.shopify.printing-method),Shape (product.metafields.shopify.shape),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Warmth rating (product.metafields.shopify.warmth-rating),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
abe-lincoln-rail-splitter-coffee-mug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4194874460916140489_2048.jpg?v=1783485372,33,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abe-lincoln-rail-splitter-coffee-mug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12975449749332756960_2048.jpg?v=1783485375,34,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abe-lincoln-rail-splitter-coffee-mug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7362584531581191780_2048.jpg?v=1783485378,35,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abe-lincoln-rail-splitter-coffee-mug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5574340107904171893_2048.jpg?v=1783485380,36,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,"Classic Literature Collage Coffee Mug — Huckleberry Finn, Tom Sawyer & Becky Thatcher Art","This ceramic mug carries a roll of illustrated scenes that bring classic riverfront adventures to your morning ritual. Each colorful panel captures characters and moments from a beloved tale — rafts on winding water, cave expeditions, quiet classroom sketches — wrapped around a glossy white body with a contrasting colored interior and handle. The mug’s vibrant print and eye-catching color contrast add playful energy to coffee, tea, or hot cocoa. Durable, microwave- and dishwasher-safe, it’s built for everyday use and made with lead- and BPA-free materials, so you can sip while savoring a small story with every cup.<br><br>Product features<br>- Microwave-safe ceramic for reheating drinks and soups<br>- Dishwasher-safe glossy finish for easy cleaning<br>- Available in 11oz and 15oz with multiple interior/handle colors<br>- Vivid, crisp full-color printing on white ceramic<br>- Lead- and BPA-free, C-shaped handle for comfortable grip<br><br>Care instructions<br>- Clean in dishwasher or wash by hand with warm water and dish soap<br>",Printify,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Mug,"accent mug, book club gift, book lover, bookish gift, classic books, coffee mug, Huck Finn, library mug, literary mug, novel mug, reading gift, teacher gift, Tom Sawyer",true,Size,11oz,,Color,Black,,,,,'35214966080104936054,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/14764912236110116791_2048.jpg?v=1783485383,1,"",false,,,2169,,,,,,,,,,,,,,,,,,cleaning-instructions__dishwasher-safe,,drinkware-insulation__single-wall,drinkware-material__ceramic,drinkware-shape__round,,,handle-type__other,,,,,microwave-compatibility__microwave-safe,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/14764912236110116791_2048.jpg?v=1783485383,lb,,6.25,true,,,active
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,11oz,,,Navy,,,,,'12283671450241407559,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2838323293065097266_2048.jpg?v=1783485386,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2838323293065097266_2048.jpg?v=1783485386,lb,,6.25,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,11oz,,,Pink,,,,,'23329521984854931751,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3796053577978958139_2048.jpg?v=1783485389,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3796053577978958139_2048.jpg?v=1783485389,lb,,6.25,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,11oz,,,Red,,,,,'28508072201951435598,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1452698581854212656_2048.jpg?v=1783485391,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1452698581854212656_2048.jpg?v=1783485391,lb,,6.25,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,11oz,,,Light Blue,,,,,'11730953689537377490,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5113323085910467821_2048.jpg?v=1783485394,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5113323085910467821_2048.jpg?v=1783485394,lb,,6.25,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,11oz,,,Orange,,,,,'27588609126089214702,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2429974564021546525_2048.jpg?v=1783485396,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2429974564021546525_2048.jpg?v=1783485396,lb,,6.25,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,11oz,,,Purple,,,,,'26041387880874342734,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6018531921146889391_2048.jpg?v=1783485399,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11735546916197692800_2048.jpg?v=1783485404,lb,,6.25,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,11oz,,,Yellow,,,,,'16121085649942490235,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5329876626254607866_2048.jpg?v=1783485402,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6018531921146889391_2048.jpg?v=1783485399,lb,,6.25,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,11oz,,,Light Green,,,,,'32311738004039455219,99.7903214,shopify,deny,manual,13.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11735546916197692800_2048.jpg?v=1783485404,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5329876626254607866_2048.jpg?v=1783485402,lb,,6.25,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2448131040194834118_2048.jpg?v=1783485407,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12761079282867024199_2048.jpg?v=1783485409,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2225015097686101207_2048.jpg?v=1783485413,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/16890756391543280228_2048.jpg?v=1783485416,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17694443596852778708_2048.jpg?v=1783485419,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7366333079475921953_2048.jpg?v=1783485422,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5579896601167385500_2048.jpg?v=1783485424,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13088953598291228435_2048.jpg?v=1783485427,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17365566612293411053_2048.jpg?v=1783485430,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3420039954715156998_2048.jpg?v=1783485432,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5082886723158974705_2048.jpg?v=1783485435,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/18412105101379075025_2048.jpg?v=1783485438,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15833499993865473834_2048.jpg?v=1783485441,22,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15962075984200617748_2048.jpg?v=1783485443,23,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17391601882108938736_2048.jpg?v=1783485446,24,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3705447467206773880_2048.jpg?v=1783485448,25,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17489010235117322260_2048.jpg?v=1783485451,26,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12024107168045276877_2048.jpg?v=1783485453,27,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13413350520030755625_2048.jpg?v=1783485456,28,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/18168153089549778609_2048.jpg?v=1783485458,29,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3239607845177598179_2048.jpg?v=1783485461,30,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9480867669664368068_2048.jpg?v=1783485464,31,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/14169685172556201021_2048.jpg?v=1783485467,32,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5796589929391135403_2048.jpg?v=1783485470,33,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11955910229985929040_2048.jpg?v=1783485472,34,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4586520634900947001_2048.jpg?v=1783485475,35,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-literature-collage-coffee-mug-huckleberry-finn-tom-sawyer-becky-thatcher-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8474500598330093208_2048.jpg?v=1783485477,36,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,Hamilton 'Revolutionary Cash Cavalier' Accent Coffee Mug (11/15 oz),"Wake up your morning with a swaggering nod to rebellion. This ceramic mug features a witty, illustrated Founding Father striding over a cascade of green bills — bold linework and saturated color that jump off the glossy white canvas. A colored interior and handle frame the scene, giving the piece attitude on the mug rack and on your desk. It feels like the kind of cup you reach for when you want a shot of energy and irony with your coffee. Robust and practical, it holds a generous pour, fits comfortably in hand, and stands up to everyday use in the microwave and dishwasher. Whether it lives by your laptop during long write sessions or sits in the kitchen for weekend slow-sipping, it brings personality and a little theatrical flair to routine moments.<br><br>Product features<br>- Two size options: 11 oz and 15 oz for standard or larger pours<br>- Durable white ceramic with colored interior and C-shaped handle<br>- Vibrant, high-resolution print with glossy finish and eye-catching color contrast<br>- Microwave-safe and dishwasher-safe for easy daily use<br>- Lead- and BPA-free, safe for food and drink<br><br>Care instructions<br>- Clean in dishwasher or wash by hand with warm water and dish soap<br>",Printify,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Mug,"11 oz 15 oz mug, American history mug, bold design mug, collector coffee mug, dishwasher safe mug, founding father mug, gift for him, Hamilton coffee, historical mug, illustrated mug, men who love history, money art mug, novelty coffee mug, office desk mug, patriotic gift, patriotic mug, political novelty, revolutionary mug, tea coffee mug, unique coffee mug",true,Size,11oz,,Color,Black,,,,,'13223509274325641018,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3283230599882254691_2048.jpg?v=1783485480,1,"",false,,,2169,,,,,,,,,,,,,,,,,,cleaning-instructions__dishwasher-safe,,drinkware-insulation__single-wall,drinkware-material__ceramic,drinkware-shape__round,,,handle-type__other,,,,,microwave-compatibility__microwave-safe,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3283230599882254691_2048.jpg?v=1783485480,lb,,6.25,true,,,active
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,11oz,,,Navy,,,,,'13956251631337845253,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6330250172821860736_2048.jpg?v=1783485483,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6330250172821860736_2048.jpg?v=1783485483,lb,,6.25,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,11oz,,,Pink,,,,,'32295931327395745188,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1316227502502770464_2048.jpg?v=1783485486,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1316227502502770464_2048.jpg?v=1783485486,lb,,6.25,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,11oz,,,Red,,,,,'19117112043967894805,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7483930372264079335_2048.jpg?v=1783485488,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7483930372264079335_2048.jpg?v=1783485488,lb,,6.25,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,11oz,,,Light Blue,,,,,'55253240881951620630,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5266570613390042715_2048.jpg?v=1783485491,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5266570613390042715_2048.jpg?v=1783485491,lb,,6.25,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,11oz,,,Orange,,,,,'20376830725431797744,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/18106924966670353917_2048.jpg?v=1783485494,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/18106924966670353917_2048.jpg?v=1783485494,lb,,6.25,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,11oz,,,Purple,,,,,'17876547130285377269,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/876541869303832811_2048.jpg?v=1783485496,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8359732187776593168_2048.jpg?v=1783485506,lb,,6.25,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,11oz,,,Yellow,,,,,'20258747395775493601,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10193070089537648671_2048.jpg?v=1783485499,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/876541869303832811_2048.jpg?v=1783485496,lb,,6.25,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,11oz,,,Light Green,,,,,'46115307103486293004,99.7903214,shopify,deny,manual,13.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8359732187776593168_2048.jpg?v=1783485506,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10193070089537648671_2048.jpg?v=1783485499,lb,,6.25,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12403827984158996598_2048.jpg?v=1783485504,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/14904648412323578551_2048.jpg?v=1783485506,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5467856977557580505_2048.jpg?v=1783485509,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8475702447298334804_2048.jpg?v=1783485511,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2519644852258821442_2048.jpg?v=1783485514,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7956973917760888951_2048.jpg?v=1783485517,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/603828032597530327_2048.jpg?v=1783485520,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamilton-revolutionary-cash-cavalier-accent-coffee-mug-11-15-oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/734176445696641592_2048.jpg?v=1783485522,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
